year,sex,name,n,prop,first_letter,first_is_vowel
1976,F,Yevette,10,6.36E-06,Y,FALSE
1976,M,Arthur,1902,0.00116457,A,TRUE
1934,F,Vela,14,1.29E-05,V,FALSE
1972,F,Cindylou,6,3.72E-06,C,FALSE
1923,F,Cletta,5,3.99E-06,C,FALSE
1982,M,Delvon,19,1.01E-05,D,FALSE
2016,F,Emmalea,15,7.78E-06,E,TRUE
1980,F,Jennilyn,16,8.99E-06,J,FALSE
1963,F,Edda,8,4.02E-06,E,TRUE
1916,M,Banner,10,1.08E-05,B,FALSE
1946,F,Elfrieda,5,3.10E-06,E,TRUE
1954,F,Gaetana,8,4.02E-06,G,FALSE
2005,M,Brenyn,7,3.29E-06,B,FALSE
2009,M,Donye,6,2.83E-06,D,FALSE
1985,F,Tempest,41,2.22E-05,T,FALSE
2006,F,Ezinne,6,2.87E-06,E,TRUE
1951,F,Suzie,35,1.90E-05,S,FALSE
1949,M,Verlie,7,3.88E-06,V,FALSE
1919,F,Lucie,54,4.60E-05,L,FALSE
1998,M,Skyeler,8,3.95E-06,S,FALSE
2000,F,Kerria,11,5.51E-06,K,FALSE
1996,M,Kenta,17,8.49E-06,K,FALSE
1995,F,Mandeep,7,3.64E-06,M,FALSE
1922,M,Merl,83,7.38E-05,M,FALSE
1965,M,Hampton,19,1.00E-05,H,FALSE
2011,F,Natalyn,28,1.45E-05,N,FALSE
2001,F,Kristian,116,5.86E-05,K,FALSE
1916,M,Knowlton,5,5.42E-06,K,FALSE
1958,F,Twylla,6,2.91E-06,T,FALSE
1989,F,Alayna,132,6.63E-05,A,TRUE
2012,M,Chanan,6,2.96E-06,C,FALSE
2003,F,Ahyanna,6,2.99E-06,A,TRUE
2006,F,Maekayla,8,3.83E-06,M,FALSE
1884,M,Alford,17,0.00013851,A,TRUE
1916,F,Gweneth,11,1.01E-05,G,FALSE
2014,F,Graciemae,10,5.12E-06,G,FALSE
2008,F,Adalei,8,3.84E-06,A,TRUE
1979,M,Sharon,19,1.06E-05,S,FALSE
2003,F,Kareemah,5,2.49E-06,K,FALSE
1897,M,Loyd,61,0.00050024,L,FALSE
2012,F,Reesa,12,6.20E-06,R,FALSE
1980,M,Dwayn,5,2.70E-06,D,FALSE
1924,M,Lucian,104,8.90E-05,L,FALSE
1963,F,Storm,7,3.52E-06,S,FALSE
1999,F,Jaina,33,1.70E-05,J,FALSE
1976,F,Marguerite,113,7.19E-05,M,FALSE
1945,F,Toni,948,0.00070428,T,FALSE
1922,M,Oda,13,1.16E-05,O,TRUE
2012,M,Sabre,5,2.47E-06,S,FALSE
1914,M,Newell,61,8.93E-05,N,FALSE
1891,F,Jenny,17,8.65E-05,J,FALSE
1928,M,Durell,7,6.13E-06,D,FALSE
1993,F,Marylu,9,4.57E-06,M,FALSE
2015,F,Omina,5,2.57E-06,O,TRUE
2012,M,Kemar,29,1.43E-05,K,FALSE
1973,M,Kaseem,8,4.96E-06,K,FALSE
1972,F,Glen,6,3.72E-06,G,FALSE
2008,M,Juliocesar,22,1.01E-05,J,FALSE
1962,F,Ladora,9,4.44E-06,L,FALSE
1970,F,Larona,8,4.37E-06,L,FALSE
1945,M,Yancy,6,4.38E-06,Y,FALSE
1954,M,Mason,70,3.38E-05,M,FALSE
2007,F,Jacobi,12,5.67E-06,J,FALSE
2001,M,Daveon,112,5.42E-05,D,FALSE
1920,F,Evelin,7,5.63E-06,E,TRUE
1923,F,Annelle,12,9.58E-06,A,TRUE
2010,F,Gwendolyn,517,0.00026401,G,FALSE
1930,M,Johannes,8,7.08E-06,J,FALSE
1997,M,Dj,16,8.01E-06,D,FALSE
2008,F,Lailoni,15,7.21E-06,L,FALSE
1918,M,Phelps,6,5.72E-06,P,FALSE
1959,M,Sullivan,10,4.62E-06,S,FALSE
2000,M,Sashank,5,2.40E-06,S,FALSE
2013,F,Johnni,5,2.60E-06,J,FALSE
1988,M,Charle,7,3.50E-06,C,FALSE
2008,F,Maylen,22,1.06E-05,M,FALSE
1971,M,Enzo,24,1.32E-05,E,TRUE
1900,M,Ollie,109,0.00067229,O,TRUE
1988,F,Subrina,15,7.80E-06,S,FALSE
2013,F,Erlinda,6,3.12E-06,E,TRUE
1988,M,Imir,6,3.00E-06,I,TRUE
1984,M,Trevaris,5,2.66E-06,T,FALSE
1921,M,Willard,2077,0.00182523,W,FALSE
2008,M,Jeeva,5,2.30E-06,J,FALSE
2002,M,Khayri,9,4.36E-06,K,FALSE
2004,F,Fritzi,6,2.98E-06,F,FALSE
1977,F,Sheba,33,2.01E-05,S,FALSE
1985,M,Teddrick,7,3.64E-06,T,FALSE
1990,F,Eugena,11,5.36E-06,E,TRUE
2015,F,Saheli,6,3.08E-06,S,FALSE
1994,F,Sruti,5,2.57E-06,S,FALSE
2017,F,Janyia,11,5.87E-06,J,FALSE
2011,M,Tyheem,10,4.93E-06,T,FALSE
1961,F,Kina,12,5.78E-06,K,FALSE
1974,M,Krzysztof,6,3.68E-06,K,FALSE
1925,F,Mackie,17,1.35E-05,M,FALSE
1900,M,Elisha,37,0.00022821,E,TRUE
1993,F,Macey,246,0.0001248,M,FALSE
1970,F,Parker,8,4.37E-06,P,FALSE
2013,F,Jamaria,31,1.61E-05,J,FALSE
1899,F,Kitty,25,0.00010101,K,FALSE
1945,F,Annemarie,57,4.24E-05,A,TRUE
2005,M,Jens,27,1.27E-05,J,FALSE
1967,F,Lei,10,5.83E-06,L,FALSE
1976,M,Bo,59,3.61E-05,B,FALSE
1914,M,Edouard,8,1.17E-05,E,TRUE
1947,M,Tyronne,5,2.69E-06,T,FALSE
2011,M,Jankarlo,6,2.96E-06,J,FALSE
1924,M,Randell,13,1.11E-05,R,FALSE
1981,F,Alva,33,1.85E-05,A,TRUE
1979,M,Adham,6,3.35E-06,A,TRUE
2009,F,Renay,5,2.47E-06,R,FALSE
2001,F,Darely,7,3.54E-06,D,FALSE
2001,F,Chelsa,7,3.54E-06,C,FALSE
2003,F,Tawanna,6,2.99E-06,T,FALSE
1933,F,Dianna,26,2.49E-05,D,FALSE
1984,M,Aundre,26,1.39E-05,A,TRUE
1974,M,Shant,9,5.52E-06,S,FALSE
2012,F,Reylin,5,2.58E-06,R,FALSE
1984,F,Karren,7,3.88E-06,K,FALSE
1965,F,Franchesca,12,6.57E-06,F,FALSE
2010,M,Random,7,3.41E-06,R,FALSE
2016,M,Kartell,6,2.97E-06,K,FALSE
1972,F,Neoma,10,6.20E-06,N,FALSE
1923,M,Ervil,9,7.95E-06,E,TRUE
2003,F,Viona,6,2.99E-06,V,FALSE
1932,M,Vearl,9,8.38E-06,V,FALSE
1981,M,Marten,6,3.22E-06,M,FALSE
1938,F,Rosanna,56,4.91E-05,R,FALSE
1975,F,Abraham,5,3.20E-06,A,TRUE
2005,F,Syann,12,5.92E-06,S,FALSE
1990,F,Ronika,27,1.32E-05,R,FALSE
1897,M,Essie,14,0.00011481,E,TRUE
1949,F,Katha,22,1.25E-05,K,FALSE
1963,F,Latasha,28,1.41E-05,L,FALSE
1993,M,Tarren,21,1.02E-05,T,FALSE
1987,M,Christoper,104,5.34E-05,C,FALSE
2002,M,Thatcher,52,2.52E-05,T,FALSE
1934,F,Joey,11,1.02E-05,J,FALSE
1957,F,Rosalina,34,1.62E-05,R,FALSE
2012,F,Hadley,2418,0.00124881,H,FALSE
1923,F,Tosca,16,1.28E-05,T,FALSE
2014,M,Sarim,25,1.22E-05,S,FALSE
1971,F,Lanae,27,1.54E-05,L,FALSE
1974,M,Dal,5,3.07E-06,D,FALSE
1999,F,Hafsa,44,2.26E-05,H,FALSE
1990,M,Broderick,134,6.23E-05,B,FALSE
1995,F,Elva,50,2.60E-05,E,TRUE
1953,F,Aletta,17,8.81E-06,A,TRUE
1965,F,Laura,16215,0.00887336,L,FALSE
2008,F,Cailey,123,5.91E-05,C,FALSE
2005,F,Nevach,5,2.47E-06,N,FALSE
2009,M,Nikhil,244,0.00011515,N,FALSE
1949,M,Nicanor,8,4.44E-06,N,FALSE
1987,M,Cordaro,107,5.49E-05,C,FALSE
1959,F,Leeanne,45,2.17E-05,L,FALSE
1950,F,Demetria,27,1.54E-05,D,FALSE
2014,M,Ghaith,5,2.45E-06,G,FALSE
1944,F,Darrelyn,6,4.39E-06,D,FALSE
2002,F,Kansas,50,2.53E-05,K,FALSE
1959,F,Clarine,8,3.85E-06,C,FALSE
2011,F,Ranaya,5,2.58E-06,R,FALSE
2001,F,Antonette,30,1.52E-05,A,TRUE
1923,F,Loula,6,4.79E-06,L,FALSE
1996,M,Sabrina,12,5.99E-06,S,FALSE
1947,F,Minnie,1050,0.00057761,M,FALSE
1934,M,Eric,259,0.00024394,E,TRUE
1977,F,Tomacita,5,3.04E-06,T,FALSE
1989,M,Daeshawn,7,3.34E-06,D,FALSE
1991,F,Briar,15,7.38E-06,B,FALSE
1993,F,Hindy,27,1.37E-05,H,FALSE
2014,M,Arnold,81,3.96E-05,A,TRUE
1914,M,Abe,225,0.00032927,A,TRUE
1954,F,Fran,151,7.59E-05,F,FALSE
2016,M,Aram,75,3.72E-05,A,TRUE
1991,F,Lakiesha,50,2.46E-05,L,FALSE
1979,F,Shakeena,17,9.87E-06,S,FALSE
1938,F,Caroleann,5,4.38E-06,C,FALSE
1970,F,Bob,5,2.73E-06,B,FALSE
2006,F,Takera,11,5.27E-06,T,FALSE
1930,M,Hubbard,21,1.86E-05,H,FALSE
1977,F,Keyna,23,1.40E-05,K,FALSE
2011,M,Kobin,5,2.46E-06,K,FALSE
1995,M,Quasim,9,4.48E-06,Q,FALSE
1956,M,Abie,6,2.80E-06,A,TRUE
1981,F,Glynis,8,4.47E-06,G,FALSE
1930,F,Leonilda,7,6.00E-06,L,FALSE
2009,F,Kailiana,5,2.47E-06,K,FALSE
1916,M,Sergio,15,1.63E-05,S,FALSE
1975,F,Alyson,346,0.00022169,A,TRUE
1989,F,Geovanna,22,1.10E-05,G,FALSE
1963,F,Tambra,82,4.13E-05,T,FALSE
1948,M,Carlo,82,4.60E-05,C,FALSE
1998,F,Siann,6,3.10E-06,S,FALSE
1982,F,Ranae,32,1.76E-05,R,FALSE
1924,F,Jeanine,7,5.40E-06,J,FALSE
1975,F,Augusta,68,4.36E-05,A,TRUE
1947,F,Rosaland,9,4.95E-06,R,FALSE
2017,F,Emmajane,10,5.33E-06,E,TRUE
1928,F,Mercedes,252,0.0002108,M,FALSE
1971,F,Jewell,57,3.25E-05,J,FALSE
1998,M,Chandler,1952,0.00096293,C,FALSE
1974,M,Ilan,15,9.20E-06,I,TRUE
2012,M,Lynden,29,1.43E-05,L,FALSE
2011,M,Quadre,6,2.96E-06,Q,FALSE
1978,F,Lacreasha,7,4.26E-06,L,FALSE
1982,M,Jonathon,1829,0.0009692,J,FALSE
1965,F,Ella,478,0.00026158,E,TRUE
1999,M,Dilen,7,3.43E-06,D,FALSE
2004,M,Keaun,5,2.37E-06,K,FALSE
2006,F,Shamia,31,1.48E-05,S,FALSE
1990,F,Juliza,6,2.92E-06,J,FALSE
1995,F,Anneka,13,6.77E-06,A,TRUE
1903,M,Boss,9,6.96E-05,B,FALSE
1902,F,Carmella,30,0.00010702,C,FALSE
2015,F,Icelynn,9,4.63E-06,I,TRUE
1930,F,Oreda,5,4.29E-06,O,TRUE
2013,M,Izayiah,16,7.93E-06,I,TRUE
1994,M,Stiles,5,2.45E-06,S,FALSE
1982,M,Kamal,51,2.70E-05,K,FALSE
2010,F,Michel,29,1.48E-05,M,FALSE
2009,M,Ty,1640,0.00077397,T,FALSE
1998,M,Slade,91,4.49E-05,S,FALSE
1981,F,Sanam,7,3.91E-06,S,FALSE
1963,M,Lyall,5,2.42E-06,L,FALSE
1988,M,Frazier,13,6.50E-06,F,FALSE
1949,M,Arlis,31,1.72E-05,A,TRUE
2003,M,Tyreq,7,3.33E-06,T,FALSE
1977,M,Erice,11,6.43E-06,E,TRUE
1975,F,Lizette,88,5.64E-05,L,FALSE
1919,F,Mellie,47,4.00E-05,M,FALSE
1995,M,Russel,53,2.64E-05,R,FALSE
1937,F,Lewis,12,1.09E-05,L,FALSE
1968,F,Genel,6,3.51E-06,G,FALSE
1931,F,Burdell,5,4.53E-06,B,FALSE
1958,F,Rebeca,44,2.13E-05,R,FALSE
1942,F,Rufina,11,7.91E-06,R,FALSE
1996,F,Rozalyn,12,6.26E-06,R,FALSE
2006,F,Alyne,11,5.27E-06,A,TRUE
2004,F,Amenah,7,3.47E-06,A,TRUE
1936,M,Leonardo,35,3.29E-05,L,FALSE
1943,M,Marcos,45,3.09E-05,M,FALSE
1984,M,Guthrie,26,1.39E-05,G,FALSE
1972,M,Rudolph,231,0.00013794,R,FALSE
2007,F,Lydian,9,4.26E-06,L,FALSE
1930,F,Charlsey,6,5.14E-06,C,FALSE
2007,M,Avik,7,3.16E-06,A,TRUE
1990,M,Markeis,8,3.72E-06,M,FALSE
1957,F,Carlisa,5,2.38E-06,C,FALSE
1965,F,Sharline,7,3.83E-06,S,FALSE
1994,F,Talisha,69,3.54E-05,T,FALSE
1999,F,Mathew,5,2.57E-06,M,FALSE
1994,F,Gisella,18,9.24E-06,G,FALSE
1939,F,Alvia,6,5.29E-06,A,TRUE
1898,M,Harvy,6,4.54E-05,H,FALSE
2000,F,Milagro,22,1.10E-05,M,FALSE
1920,F,Marydell,7,5.63E-06,M,FALSE
2005,F,Jarah,19,9.37E-06,J,FALSE
1981,F,Valeri,29,1.62E-05,V,FALSE
1916,F,Rebie,9,8.29E-06,R,FALSE
2009,F,Eve,521,0.00025754,E,TRUE
1963,M,Hamilton,35,1.70E-05,H,FALSE
1997,F,Nikisha,8,4.19E-06,N,FALSE
1986,M,Eric,19525,0.0101642,E,TRUE
1987,M,Renato,31,1.59E-05,R,FALSE
1980,M,Wilson,285,0.00015364,W,FALSE
1953,M,Stevphen,6,3.00E-06,S,FALSE
1984,F,Aileen,265,0.00014699,A,TRUE
1996,F,Cayleigh,18,9.39E-06,C,FALSE
2003,F,Gemma,154,7.68E-05,G,FALSE
1927,M,Dencil,7,6.02E-06,D,FALSE
1916,F,Lil,6,5.53E-06,L,FALSE
1968,M,Thimothy,38,2.14E-05,T,FALSE
2000,F,Latravia,5,2.51E-06,L,FALSE
1944,M,Sinclair,13,9.36E-06,S,FALSE
1947,F,Lupita,43,2.37E-05,L,FALSE
1974,M,Elia,12,7.36E-06,E,TRUE
1980,F,Mckenzie,79,4.44E-05,M,FALSE
2005,F,Kalin,50,2.47E-05,K,FALSE
2005,M,Chadrick,17,8.00E-06,C,FALSE
1997,F,Onyinyechi,5,2.62E-06,O,TRUE
1969,F,Latresa,18,1.02E-05,L,FALSE
1897,M,Ruth,20,0.00016401,R,FALSE
1937,M,Donaciano,12,1.10E-05,D,FALSE
1913,M,Sergio,6,1.12E-05,S,FALSE
1999,M,Claytin,5,2.45E-06,C,FALSE
1918,F,Parthena,5,4.16E-06,P,FALSE
1998,M,Jakeob,11,5.43E-06,J,FALSE
1915,M,Dee,120,0.00013622,D,FALSE
1925,F,Vernie,88,6.97E-05,V,FALSE
1919,F,Amelda,8,6.81E-06,A,TRUE
1992,F,Colleena,6,2.99E-06,C,FALSE
1991,F,Brittain,13,6.39E-06,B,FALSE
1968,F,Kristen,3243,0.00189699,K,FALSE
1925,M,Cranford,7,6.08E-06,C,FALSE
2013,M,Qadir,7,3.47E-06,Q,FALSE
1913,M,Needham,6,1.12E-05,N,FALSE
1980,M,Reno,28,1.51E-05,R,FALSE
2008,M,Copper,11,5.05E-06,C,FALSE
1930,F,Charsie,5,4.29E-06,C,FALSE
1960,M,Elijio,9,4.16E-06,E,TRUE
1977,M,Longino,5,2.92E-06,L,FALSE
2009,M,Lambert,8,3.78E-06,L,FALSE
1932,F,Overa,5,4.52E-06,O,TRUE
1966,F,Fatina,7,3.99E-06,F,FALSE
2011,M,Sujay,9,4.44E-06,S,FALSE
2004,M,Homero,59,2.79E-05,H,FALSE
2016,F,Bracha,70,3.63E-05,B,FALSE
1917,M,Oney,6,6.25E-06,O,TRUE
2016,M,Antione,38,1.88E-05,A,TRUE
1951,M,Zachery,9,4.71E-06,Z,FALSE
1985,M,Hezekiah,11,5.72E-06,H,FALSE
2008,F,Kayl,8,3.84E-06,K,FALSE
1991,M,Abel,623,0.00029398,A,TRUE
1977,M,Jonas,185,0.0001082,J,FALSE
1999,F,Alaska,10,5.14E-06,A,TRUE
1924,M,Bliss,6,5.13E-06,B,FALSE
1995,M,Vinny,19,9.45E-06,V,FALSE
1977,F,Octivia,5,3.04E-06,O,TRUE
1997,M,Shantrell,5,2.50E-06,S,FALSE
1982,F,Nija,11,6.06E-06,N,FALSE
1942,F,Milbrey,6,4.32E-06,M,FALSE
2014,M,Daimen,8,3.91E-06,D,FALSE
1943,M,Dino,14,9.63E-06,D,FALSE
2015,F,Jacquline,7,3.60E-06,J,FALSE
1982,M,Lyndon,69,3.66E-05,L,FALSE
2014,F,Hadja,6,3.07E-06,H,FALSE
1984,M,Christen,54,2.88E-05,C,FALSE
2003,F,Daylee,18,8.98E-06,D,FALSE
1989,M,Nikolos,6,2.86E-06,N,FALSE
1978,M,Gillermo,8,4.68E-06,G,FALSE
2015,M,Caidyn,38,1.86E-05,C,FALSE
1974,F,Channel,16,1.02E-05,C,FALSE
2001,F,Shaundra,6,3.03E-06,S,FALSE
2017,F,Erica,325,0.00017334,E,TRUE
1991,F,Juliann,107,5.26E-05,J,FALSE
1914,F,Arabelle,17,2.13E-05,A,TRUE
2006,M,Saron,10,4.56E-06,S,FALSE
2008,M,Joshau,5,2.30E-06,J,FALSE
1944,F,Brigid,12,8.78E-06,B,FALSE
1988,M,Naren,5,2.50E-06,N,FALSE
1998,F,Jaskiran,8,4.13E-06,J,FALSE
1914,M,Oley,8,1.17E-05,O,TRUE
2012,F,Nakai,9,4.65E-06,N,FALSE
2010,F,Ayleena,5,2.55E-06,A,TRUE
1960,F,Sarai,7,3.37E-06,S,FALSE
1995,M,Zaccheaus,5,2.49E-06,Z,FALSE
1939,M,Borden,5,4.41E-06,B,FALSE
1993,F,Jodi,385,0.00019531,J,FALSE
1938,F,Sharry,5,4.38E-06,S,FALSE
2008,M,Rondale,7,3.21E-06,R,FALSE
1984,F,Sonal,16,8.87E-06,S,FALSE
1987,F,Gracemarie,5,2.67E-06,G,FALSE
1964,M,Corrado,7,3.45E-06,C,FALSE
1994,F,Emaline,6,3.08E-06,E,TRUE
2011,F,Jalyssa,66,3.41E-05,J,FALSE
2003,F,Darriel,6,2.99E-06,D,FALSE
2011,F,Jule,8,4.13E-06,J,FALSE
1981,M,Javell,7,3.76E-06,J,FALSE
1979,M,Ralston,5,2.79E-06,R,FALSE
1976,F,Dwan,47,2.99E-05,D,FALSE
1969,F,Viki,46,2.61E-05,V,FALSE
1977,M,Pedro,958,0.00056028,P,FALSE
2007,F,Daneisha,12,5.67E-06,D,FALSE
1974,F,Delma,30,1.92E-05,D,FALSE
2017,F,Alijah,61,3.25E-05,A,TRUE
1892,M,Leland,57,0.00043362,L,FALSE
1985,M,Alfredrick,6,3.12E-06,A,TRUE
1958,F,Evaline,6,2.91E-06,E,TRUE
1998,M,Sandon,5,2.47E-06,S,FALSE
2003,M,Joseguadalupe,9,4.29E-06,J,FALSE
1980,F,Arwen,34,1.91E-05,A,TRUE
2008,F,Celes,11,5.29E-06,C,FALSE
1895,F,Ester,41,0.00016592,E,TRUE
2013,F,Kameria,7,3.64E-06,K,FALSE
1975,F,Juwana,12,7.69E-06,J,FALSE
1936,F,Roselynn,6,5.57E-06,R,FALSE
1993,F,Shaqua,7,3.55E-06,S,FALSE
1963,F,Marlana,24,1.21E-05,M,FALSE
1905,F,Angeline,154,0.00049699,A,TRUE
1978,F,Vickie,337,0.00020501,V,FALSE
1960,F,Karrol,5,2.40E-06,K,FALSE
1970,M,Elijio,7,3.67E-06,E,TRUE
1940,F,Elbert,9,7.62E-06,E,TRUE
1928,M,Ruthford,6,5.26E-06,R,FALSE
2009,F,Avie,33,1.63E-05,A,TRUE
1920,F,Julienne,18,1.45E-05,J,FALSE
2011,M,Fahim,7,3.45E-06,F,FALSE
2006,F,Marinna,7,3.35E-06,M,FALSE
1970,F,Shay,133,7.26E-05,S,FALSE
1919,F,Guynell,5,4.26E-06,G,FALSE
2009,M,Gleb,8,3.78E-06,G,FALSE
1981,F,Rhonda,1356,0.00075829,R,FALSE
1990,F,Tyese,10,4.87E-06,T,FALSE
2015,M,Lennie,5,2.45E-06,L,FALSE
1954,M,Berry,86,4.16E-05,B,FALSE
2006,M,Warren,519,0.0002369,W,FALSE
1925,M,Emma,19,1.65E-05,E,TRUE
1999,M,Eligh,8,3.92E-06,E,TRUE
2009,M,Darvin,35,1.65E-05,D,FALSE
1903,M,Scott,24,0.00018558,S,FALSE
1987,F,Lucero,48,2.56E-05,L,FALSE
2000,F,Leshae,6,3.01E-06,L,FALSE
1986,F,Terianne,6,3.25E-06,T,FALSE
1959,F,Donalyn,10,4.81E-06,D,FALSE
1934,M,Lavoy,12,1.13E-05,L,FALSE
1987,F,Stacee,39,2.08E-05,S,FALSE
1956,M,Pink,12,5.60E-06,P,FALSE
1980,M,Daquan,8,4.31E-06,D,FALSE
1985,F,Denisia,9,4.88E-06,D,FALSE
2000,M,Lipa,17,8.14E-06,L,FALSE
1972,M,Kavan,5,2.99E-06,K,FALSE
1954,F,Delilah,156,7.84E-05,D,FALSE
1941,M,Timoteo,9,7.17E-06,T,FALSE
2002,M,Timothe,5,2.42E-06,T,FALSE
1999,F,Sahvana,5,2.57E-06,S,FALSE
1974,F,Amamda,5,3.19E-06,A,TRUE
2012,M,Michaiah,5,2.47E-06,M,FALSE
1967,F,Alyce,70,4.08E-05,A,TRUE
1997,F,Rabecca,24,1.26E-05,R,FALSE
1937,F,Donnita,7,6.35E-06,D,FALSE
2004,M,Yang,5,2.37E-06,Y,FALSE
2005,M,Kelley,16,7.53E-06,K,FALSE
1996,M,Treavon,7,3.49E-06,T,FALSE
1956,M,Rigoberto,29,1.35E-05,R,FALSE
2011,F,Biana,12,6.20E-06,B,FALSE
1984,M,Luiz,40,2.13E-05,L,FALSE
2003,F,Mikayela,11,5.49E-06,M,FALSE
2017,M,Yahshua,18,9.17E-06,Y,FALSE
1987,F,Christyna,19,1.01E-05,C,FALSE
1981,F,Lekesia,5,2.80E-06,L,FALSE
1997,F,Josue,5,2.62E-06,J,FALSE
2017,F,Aneliz,13,6.93E-06,A,TRUE
2005,M,Webb,10,4.70E-06,W,FALSE
1983,F,Kristalyn,16,8.94E-06,K,FALSE
2015,F,Aasiya,20,1.03E-05,A,TRUE
2007,F,Jazell,22,1.04E-05,J,FALSE
2010,F,Bobbi,49,2.50E-05,B,FALSE
1951,F,Velma,798,0.00043199,V,FALSE
1997,F,Riya,42,2.20E-05,R,FALSE
2013,F,Guinevere,126,6.55E-05,G,FALSE
1957,F,Margret,87,4.15E-05,M,FALSE
1971,F,Harley,5,2.85E-06,H,FALSE
2009,F,Rachael,491,0.00024271,R,FALSE
2001,F,Devaney,5,2.53E-06,D,FALSE
1988,F,Wanda,175,9.10E-05,W,FALSE
1996,F,Eunise,5,2.61E-06,E,TRUE
1995,F,Leonor,51,2.66E-05,L,FALSE
1988,F,Cayley,10,5.20E-06,C,FALSE
1989,M,Renso,5,2.39E-06,R,FALSE
1966,F,Julieta,12,6.84E-06,J,FALSE
1959,M,Stu,10,4.62E-06,S,FALSE
1886,F,Massie,5,3.25E-05,M,FALSE
2012,M,Jove,8,3.95E-06,J,FALSE
1999,F,Naeemah,10,5.14E-06,N,FALSE
1922,F,Jonnie,77,6.17E-05,J,FALSE
1913,M,Tilford,9,1.68E-05,T,FALSE
1971,F,Lauretta,36,2.05E-05,L,FALSE
1929,M,Willian,84,7.58E-05,W,FALSE
1972,F,Natacha,56,3.47E-05,N,FALSE
2010,M,Saiyan,5,2.44E-06,S,FALSE
2007,M,Eugene,351,0.00015858,E,TRUE
2003,M,Enoc,32,1.52E-05,E,TRUE
1990,M,Montae,17,7.90E-06,M,FALSE
1975,F,Aril,5,3.20E-06,A,TRUE
1996,F,Audrie,49,2.56E-05,A,TRUE
1942,M,Ellison,21,1.49E-05,E,TRUE
1998,F,Kirah,36,1.86E-05,K,FALSE
1990,M,Yazan,9,4.18E-06,Y,FALSE
2011,M,Rilee,27,1.33E-05,R,FALSE
1935,M,Gareth,25,2.34E-05,G,FALSE
1913,F,Hopie,5,7.63E-06,H,FALSE
1991,M,Maury,12,5.66E-06,M,FALSE
2016,F,Bianey,9,4.67E-06,B,FALSE
1955,M,Reed,270,0.00012921,R,FALSE
1997,M,Janzen,9,4.51E-06,J,FALSE
2009,F,Devika,20,9.89E-06,D,FALSE
2005,F,Breianna,7,3.45E-06,B,FALSE
1997,M,Attilio,5,2.50E-06,A,TRUE
1993,F,Sashay,20,1.02E-05,S,FALSE
2017,F,Ziona,22,1.17E-05,Z,FALSE
2008,M,Shamere,7,3.21E-06,S,FALSE
2013,F,Nona,25,1.30E-05,N,FALSE
1981,F,Sheronica,6,3.36E-06,S,FALSE
1997,F,Braelyn,23,1.21E-05,B,FALSE
1955,F,Cathrine,155,7.73E-05,C,FALSE
1938,M,Bertel,5,4.40E-06,B,FALSE
1937,F,Annice,35,3.18E-05,A,TRUE
1920,M,Philippe,9,8.18E-06,P,FALSE
1936,F,Darlene,2963,0.00274991,D,FALSE
1994,F,Giana,72,3.69E-05,G,FALSE
2016,F,Meleia,6,3.11E-06,M,FALSE
1978,F,Delania,11,6.69E-06,D,FALSE
2016,F,Julia,3323,0.00172316,J,FALSE
1994,F,Mattea,37,1.90E-05,M,FALSE
1937,M,Arno,20,1.83E-05,A,TRUE
1998,M,Leontay,5,2.47E-06,L,FALSE
2016,F,Neeley,6,3.11E-06,N,FALSE
1963,F,Joeleen,6,3.02E-06,J,FALSE
1993,M,Yaseen,16,7.75E-06,Y,FALSE
1998,F,Terra,175,9.03E-05,T,FALSE
1928,F,Madeliene,7,5.86E-06,M,FALSE
2011,F,Lucynda,5,2.58E-06,L,FALSE
1951,F,Grady,10,5.41E-06,G,FALSE
1880,M,Jake,96,0.00081081,J,FALSE
2008,F,Aurorah,6,2.88E-06,A,TRUE
2002,M,Jessup,10,4.84E-06,J,FALSE
2002,F,Elina,57,2.89E-05,E,TRUE
1984,M,Tylan,6,3.20E-06,T,FALSE
1908,M,Enrico,6,3.61E-05,E,TRUE
1932,M,Sabato,6,5.59E-06,S,FALSE
1970,M,Zon,5,2.62E-06,Z,FALSE
1983,M,Gyasi,5,2.68E-06,G,FALSE
2003,M,Griffon,13,6.19E-06,G,FALSE
1935,F,Ercilia,8,7.36E-06,E,TRUE
1978,F,Kristyna,10,6.08E-06,K,FALSE
1946,F,Cheryln,9,5.58E-06,C,FALSE
1972,F,Loree,37,2.30E-05,L,FALSE
2012,M,Shayde,7,3.46E-06,S,FALSE
1994,F,Alexius,79,4.05E-05,A,TRUE
1991,M,Delray,11,5.19E-06,D,FALSE
2013,F,Rediet,7,3.64E-06,R,FALSE
1992,M,Jevan,6,2.86E-06,J,FALSE
1956,M,Bernabe,13,6.06E-06,B,FALSE
1997,F,Tanajia,5,2.62E-06,T,FALSE
1936,M,Irvine,14,1.32E-05,I,TRUE
2001,M,Ashok,7,3.39E-06,A,TRUE
1933,M,Pat,379,0.00037157,P,FALSE
1969,F,Simona,43,2.44E-05,S,FALSE
1922,M,Sebero,5,4.44E-06,S,FALSE
2015,M,Geno,54,2.65E-05,G,FALSE
2005,F,Nylen,5,2.47E-06,N,FALSE
1999,F,Marilynn,23,1.18E-05,M,FALSE
1989,F,Maleah,24,1.21E-05,M,FALSE
1953,F,Slyvia,8,4.15E-06,S,FALSE
1990,F,Jalie,5,2.43E-06,J,FALSE
